target_var,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
0,46.9,2,5,,pink,1.0,3,sigma,87.59689800168758
0,46.9,2,5,,pink,11.0,3,sigma,139.26522641728386
0,46.9,2,5,,blue,10.0,3,sigma,32.13114702061705
0,46.9,2,5,,blue,16.0,3,sigma,179.90050172745845
0,46.9,2,5,,pink,14.0,3,sigma,73.06172615208754
0,46.9,6,1,,pink,40.0,3,sigma,186.4914882404666
0,46.9,6,1,,blue,43.0,3,sigma,95.27524734553295
0,8.05,0,0,,pink,51.0,3,sigma,83.70794806532541
0,8.3625,0,0,,pink,32.0,3,sigma,42.202990292883555
0,8.05,0,0,,pink,,3,sigma,114.70154994321638
0,9.8458,0,0,,pink,20.0,3,sigma,82.40587341412439
0,7.925,0,2,,pink,37.0,3,sigma,126.40957812244952
0,7.925,0,2,,pink,28.0,3,sigma,79.61035819070796
0,7.775,0,0,,pink,19.0,3,sigma,74.7239239410863
0,8.85,0,0,,blue,24.0,3,sigma,46.11219219748997
0,7.7333,0,0,,blue,17.0,3,qoph,193.88004606218632
0,19.9667,0,1,,pink,,3,sigma,120.84967459078669
0,19.9667,0,1,,pink,,3,sigma,48.31162960089056
0,15.85,0,1,,pink,28.0,3,sigma,106.0892656615878
1,15.85,0,1,,blue,24.0,3,sigma,82.34121551151235
0,9.5,0,0,,pink,20.0,3,sigma,108.70423236427857
0,7.2292,0,0,,pink,23.5,3,gamma,41.39738720007179
0,14.1083,0,2,,pink,41.0,3,sigma,12.887376713495954
0,7.8542,0,1,,pink,26.0,3,sigma,73.0631702294957
0,7.8542,0,0,,pink,21.0,3,sigma,122.8441979925587
1,14.1083,0,1,,blue,45.0,3,sigma,98.66764056688177
0,7.55,0,0,,blue,,3,sigma,43.601719980091836
0,7.25,0,0,,pink,25.0,3,sigma,96.25262751842384
0,6.8583,0,0,,pink,,3,qoph,175.21802425730004
0,18.7875,0,0,,pink,11.0,3,gamma,80.55591097500026
1,7.75,0,0,,blue,,3,qoph,130.79832706908238
1,6.975,0,0,,pink,27.0,3,sigma,101.44070093216115
1,56.4958,0,0,,pink,,3,sigma,41.41707207651349
0,6.75,0,0,,blue,18.0,3,qoph,107.37853616508016
1,7.925,0,0,,blue,26.0,3,sigma,84.05926951947083
0,7.925,0,0,,blue,23.0,3,sigma,77.91776938591278
1,8.9625,0,0,,blue,22.0,3,sigma,17.70396117243257
0,7.8958,0,0,,pink,28.0,3,sigma,99.81100211268058
0,7.775,0,0,,blue,28.0,3,sigma,108.46763217159369
0,7.75,0,0,,blue,,3,qoph,92.78482574651656
1,12.2875,1,0,,blue,2.0,3,sigma,218.15587816029404
1,12.2875,1,1,,blue,22.0,3,sigma,114.84680998787299
0,6.45,0,0,,pink,43.0,3,sigma,49.51089180835536
0,22.525,0,0,,pink,28.0,3,sigma,101.19634068080076
1,7.925,0,0,,blue,27.0,3,sigma,80.91430701941096
0,7.75,0,0,,pink,,3,qoph,13.919719414467096
1,8.05,0,0,,blue,,3,sigma,80.75482579518956
0,7.65,0,0,fermat,pink,42.0,3,sigma,109.05181464489469
1,7.8875,0,0,,pink,,3,sigma,89.66406566117737
0,7.2292,0,0,,pink,30.0,3,gamma,169.2029871664857
0,7.8958,0,0,,pink,,3,sigma,178.5702305287931
0,7.925,0,1,,blue,27.0,3,sigma,48.52544346641018
0,7.925,0,1,,blue,25.0,3,sigma,158.4790329928425
0,7.8958,0,0,,pink,,3,sigma,118.87897625490275
1,7.8958,0,0,,pink,29.0,3,gamma,55.88243273763664
1,7.7958,0,0,,pink,21.0,3,sigma,151.01203479134185
0,7.05,0,0,,pink,,3,sigma,108.53281362229926
0,7.8542,0,0,,pink,20.0,3,sigma,62.67428630700409
0,7.8542,0,0,,pink,48.0,3,sigma,213.18602228394246
0,7.0542,0,1,,pink,17.0,3,sigma,64.70921343568119
1,7.75,0,0,,blue,,3,qoph,109.89604722802935
1,8.1125,0,0,,pink,,3,sigma,129.83820613160447
0,6.4958,0,0,,pink,34.0,3,sigma,98.55671574051058
1,7.775,0,0,,pink,26.0,3,sigma,173.71733243481603
0,7.7958,0,0,,pink,22.0,3,sigma,55.091270298379044
0,8.6542,0,0,,pink,33.0,3,sigma,166.4841884863302
0,7.775,0,0,,pink,31.0,3,sigma,109.315757726036
0,7.8542,0,0,,pink,29.0,3,sigma,116.41248266587084
1,11.1333,1,1,,pink,4.0,3,sigma,126.80052956056909
1,11.1333,1,1,,blue,1.0,3,sigma,35.89048532310808
0,0.0,0,0,,pink,49.0,3,sigma,103.8712394811785
0,7.775,0,0,,pink,33.0,3,sigma,100.92939656401113
0,0.0,0,0,,pink,19.0,3,sigma,86.79571676006972
1,11.1333,2,0,,blue,27.0,3,sigma,97.07244776555578
0,23.45,2,1,,pink,,3,sigma,89.65721709097572
0,23.45,2,1,,blue,,3,sigma,168.79595175457098
0,23.45,2,1,,pink,,3,sigma,68.03490033716491
0,23.45,2,1,,blue,,3,sigma,19.270529226424287
0,7.8958,0,0,,pink,23.0,3,sigma,61.324524249781525
1,7.8542,0,0,,pink,32.0,3,sigma,18.472965530450153
0,7.8542,0,0,,pink,27.0,3,sigma,147.7983245081834
0,9.825,0,1,,blue,20.0,3,sigma,65.07579825986528
0,9.825,0,1,,blue,21.0,3,sigma,32.33286860296906
1,7.925,0,0,,pink,32.0,3,sigma,52.27526472907048
0,7.125,0,0,,pink,17.0,3,sigma,76.33552397550847
0,8.4333,0,0,,pink,21.0,3,sigma,125.09243313158743
0,7.8958,0,0,,pink,30.0,3,sigma,156.45602174917693
1,7.7958,0,0,,pink,21.0,3,sigma,163.04035530006638
0,7.8542,0,0,,pink,33.0,3,sigma,82.58604134755777
0,7.5208,0,0,,pink,22.0,3,sigma,133.9958365540528
1,13.4167,1,0,,blue,4.0,3,gamma,83.87868911944847
1,13.4167,1,0,,pink,39.0,3,gamma,98.16731034804268
0,7.2292,0,0,,pink,,3,gamma,172.60831601284232
0,7.2292,0,0,,pink,18.5,3,gamma,161.2801142234677
0,7.75,0,0,,pink,,3,qoph,116.19050988786404
0,7.25,0,0,,pink,,3,sigma,102.14481788101448
1,7.75,0,0,,blue,,3,qoph,5.165408510028371
1,7.75,0,0,,blue,,3,qoph,115.93496909606448
0,7.8292,0,0,,pink,34.5,3,qoph,166.051273473357
0,8.05,0,0,,pink,44.0,3,sigma,264.6922898178428
1,7.75,0,0,,pink,,3,qoph,202.0522878799636
0,14.4542,0,1,,pink,,3,gamma,84.60132419847129
0,14.4542,0,1,,blue,,3,gamma,96.11980346098474
0,7.75,0,1,,pink,,3,qoph,125.57766455823338
0,7.75,0,1,,pink,,3,qoph,83.73574326202174
0,7.7375,0,0,,pink,,3,qoph,114.09091181934326
0,8.6625,0,2,,blue,22.0,3,sigma,123.50235341922527
0,8.6625,0,2,,pink,26.0,3,sigma,67.75518943311127
1,22.025,2,0,,blue,4.0,3,sigma,146.79008839093174
1,22.025,1,3,,pink,29.0,3,sigma,78.97618679757723
1,22.025,1,1,,blue,26.0,3,sigma,158.69488254053942
0,12.1833,1,1,,blue,1.0,3,sigma,143.08564548404956
0,7.8542,1,1,,pink,18.0,3,sigma,5.01161702387067
0,12.1833,2,0,,blue,36.0,3,sigma,136.0084242606922
0,7.8958,0,0,,pink,,3,gamma,56.981851813395764
1,7.2292,0,0,fermat,pink,25.0,3,gamma,43.722080756257284
0,7.225,0,0,,pink,,3,gamma,100.39067732352605
0,9.5875,0,0,,blue,37.0,3,sigma,96.69007344052764
0,7.8958,0,0,,pink,,3,sigma,162.48032232726948
1,56.4958,0,0,,pink,,3,sigma,57.744543405588736
0,56.4958,0,0,,pink,,3,sigma,6.1465772907559995
1,7.25,0,0,,blue,22.0,3,sigma,-13.290781475916475
0,7.75,0,0,,pink,,3,qoph,74.63230440529381
1,56.4958,0,0,,pink,26.0,3,sigma,61.06573591708932
0,9.4833,0,0,,pink,29.0,3,sigma,85.00089850166987
0,7.775,0,0,,pink,29.0,3,sigma,106.45940444027806
0,7.775,0,0,,pink,22.0,3,sigma,147.42749979016264
1,7.225,0,0,,pink,22.0,3,gamma,139.82869157017765
0,25.4667,1,3,,pink,,3,sigma,146.64535785630994
0,25.4667,1,3,,blue,,3,sigma,86.41528432942962
0,25.4667,1,3,,blue,,3,sigma,155.48960687496876
0,25.4667,1,3,,blue,,3,sigma,107.04605429096972
0,25.4667,4,0,,blue,,3,sigma,147.09619409687653
0,7.925,0,0,,pink,32.0,3,sigma,126.61654857714198
0,6.4375,0,0,,pink,34.5,3,gamma,120.4257766880348
0,15.5,0,1,,blue,,3,qoph,93.01907440089144
0,15.5,0,1,,pink,,3,qoph,59.10292757899557
0,0.0,0,0,,pink,36.0,3,sigma,32.191784783803826
0,24.15,0,0,,pink,39.0,3,sigma,116.18494573865317
0,9.5,0,0,,pink,24.0,3,sigma,21.098722039346512
0,7.775,0,0,,blue,25.0,3,sigma,72.90188122733272
0,7.75,0,0,,blue,45.0,3,sigma,130.72977757505132
0,15.55,0,1,,pink,36.0,3,sigma,155.8462578013005
0,15.55,0,1,,blue,30.0,3,sigma,153.94516380915834
1,7.925,0,1,,pink,20.0,3,sigma,114.06405111598364
0,7.8792,0,0,,pink,,3,qoph,87.03335699156318
0,56.4958,0,0,,pink,28.0,3,sigma,132.5300922340079
0,7.55,0,0,,pink,,3,sigma,123.90333864451577
0,16.1,0,1,,pink,30.0,3,sigma,206.16763471696822
0,16.1,0,1,,blue,26.0,3,sigma,115.68073618816648
0,7.8792,0,0,,pink,,3,sigma,78.20949607843798
0,7.25,0,0,,pink,20.5,3,sigma,142.9373584894846
1,8.6625,0,0,,pink,27.0,3,sigma,129.90697873056595
0,7.0542,0,0,,pink,51.0,3,sigma,176.7050033360627
1,7.8542,0,0,,blue,23.0,3,sigma,158.32277919803627
1,7.5792,0,0,,pink,32.0,3,sigma,92.95219458099716
0,7.8958,0,0,,pink,,3,sigma,93.63819711314268
0,7.55,0,0,,pink,,3,sigma,45.83688644451719
1,7.75,0,0,,blue,,3,qoph,80.41039821639039
1,7.1417,0,0,,pink,24.0,3,sigma,158.81892858762382
0,7.125,0,0,,pink,22.0,3,sigma,111.44855207046969
0,7.8792,0,0,,blue,,3,qoph,183.57138849882625
0,7.75,0,0,,pink,,3,qoph,78.96636926489678
0,8.05,0,0,,pink,,3,sigma,123.43168978251778
0,7.925,0,0,,pink,29.0,3,sigma,71.31661735546544
1,7.2292,0,0,,pink,,3,gamma,47.70028613080493
0,7.75,0,0,,blue,30.5,3,qoph,176.5790626012393
1,7.7375,0,0,,blue,,3,qoph,164.53464436380358
0,7.2292,0,0,fermat,pink,,3,gamma,201.9180089760241
0,7.8958,0,0,,pink,35.0,3,gamma,39.25571633664333
0,7.8958,0,0,,pink,33.0,3,sigma,135.90073190692567
1,7.225,0,0,,blue,,3,gamma,59.01392426622546
0,7.8958,0,0,,pink,,3,gamma,151.44023526007905
1,7.75,0,0,,blue,,3,qoph,56.61567743307478
1,7.75,0,0,,pink,,3,qoph,163.18132771062548
1,23.25,0,2,,blue,,3,qoph,121.92155228733343
1,23.25,0,2,,blue,,3,qoph,182.37154548989696
1,23.25,0,2,,pink,,3,qoph,109.8636590677109
1,7.7875,0,0,,blue,,3,qoph,67.43452893161755
0,15.5,0,0,,pink,,3,qoph,46.00906876893048
1,7.8792,0,0,,blue,,3,qoph,112.36691573128891
1,8.0292,0,0,,blue,15.0,3,qoph,83.35667395114069
0,7.75,0,0,,blue,35.0,3,qoph,104.1788946641113
0,7.75,0,0,,pink,,3,qoph,63.84472778930049
0,16.1,0,1,,pink,24.0,3,sigma,86.25188081524276
0,16.1,0,1,,blue,19.0,3,sigma,135.12557835868995
0,7.75,0,0,,blue,,3,qoph,47.00087816210203
0,8.05,0,0,,blue,,3,sigma,203.85495130172694
0,8.05,0,0,,blue,,3,sigma,119.77263295935663
0,8.05,0,0,,pink,55.5,3,sigma,85.70273244528474
0,7.75,0,0,,pink,,3,qoph,111.22016006316181
1,7.775,0,0,,pink,21.0,3,sigma,102.23902764337205
0,8.05,0,0,,pink,,3,sigma,108.54289329444389
0,7.8958,0,0,,pink,24.0,3,sigma,97.72567960704002
0,7.8958,0,0,,pink,21.0,3,sigma,91.46708294240864
0,7.8958,0,0,,pink,28.0,3,sigma,135.36683053446
0,7.8958,0,0,,pink,,3,sigma,133.88340779740884
1,7.8792,0,0,,blue,,3,qoph,104.51771085918888
0,7.65,0,0,fermat,pink,25.0,3,sigma,114.7892095087205
1,12.475,1,0,euler-132,pink,6.0,3,sigma,46.941877742715064
1,12.475,1,0,euler-132,blue,27.0,3,sigma,185.15166105886868
0,8.05,0,0,,pink,,3,sigma,122.54608154735078
1,24.15,0,1,,blue,,3,qoph,94.88195759441884
0,24.15,0,1,,pink,,3,qoph,188.74738507782263
0,8.4583,0,0,,pink,,3,qoph,70.10781836466327
0,8.05,0,0,,pink,34.0,3,sigma,114.63695736338148
0,7.75,0,0,,pink,,3,qoph,120.39329780544172
1,7.775,0,0,,pink,,3,sigma,46.5763990946814
1,15.2458,1,1,,pink,,3,gamma,52.765767218174076
1,15.2458,1,1,,pink,,3,gamma,45.77324823284975
1,15.2458,2,0,,blue,,3,gamma,127.69768870902043
1,7.2292,0,0,,blue,,3,gamma,124.41582536364811
0,8.05,0,0,,pink,,3,sigma,128.631949338351
1,7.7333,0,0,,blue,,3,qoph,216.1816650860879
1,7.75,0,0,,blue,24.0,3,qoph,93.68408937815286
0,8.05,0,0,,pink,,3,sigma,120.86310183044318
1,15.5,0,1,,blue,,3,qoph,157.09194805679735
1,15.5,0,1,,blue,,3,qoph,127.12671612745967
1,15.5,0,0,,blue,,3,qoph,142.05349941708468
0,7.75,0,0,,pink,18.0,3,sigma,65.7408972651869
0,7.8958,0,0,,pink,22.0,3,sigma,148.2778158992454
1,7.225,0,0,,blue,15.0,3,gamma,49.40051246929874
1,15.7417,2,0,,blue,1.0,3,gamma,17.58640614332458
1,15.7417,1,1,,pink,20.0,3,gamma,91.0948213362366
1,15.7417,1,1,,blue,19.0,3,gamma,178.40620964859153
0,8.05,0,0,,pink,33.0,3,sigma,21.091981002131135
0,7.8958,0,0,,pink,,3,sigma,163.12608471981378
0,7.2292,0,0,,pink,,3,gamma,168.89142172288652
0,7.75,0,0,,blue,,3,qoph,117.42606675638504
0,7.8958,0,0,,pink,,3,sigma,197.5887346661645
1,11.2417,0,1,,pink,12.0,3,gamma,168.24897508531097
1,11.2417,0,1,,blue,14.0,3,gamma,96.53078141283045
0,7.925,0,0,,blue,29.0,3,sigma,115.05660709016307
0,8.05,0,0,,pink,28.0,3,sigma,71.03734624895937
1,7.775,0,0,,blue,18.0,3,sigma,157.16721821241714
1,7.8542,0,0,,blue,26.0,3,sigma,90.80801575976172
0,7.8542,0,0,,pink,21.0,3,sigma,110.44116829367584
0,7.125,0,0,,pink,41.0,3,sigma,104.87270378654392
1,7.925,0,0,,pink,39.0,3,sigma,87.33862537301175
0,7.8,0,0,,pink,21.0,3,sigma,71.42455074908383
0,7.2292,0,0,,pink,28.5,3,gamma,117.798036069361
1,7.75,0,0,,blue,22.0,3,sigma,100.42474337420883
0,6.2375,0,0,,pink,61.0,3,sigma,93.28892737967833
0,15.5,0,1,,pink,,3,qoph,60.87356985920144
0,7.8292,0,0,,pink,,3,qoph,45.01883768904702
1,15.5,0,1,,blue,,3,qoph,109.9249528802296
0,7.7333,0,0,,pink,,3,qoph,109.17092700807203
0,7.75,0,0,,pink,,3,qoph,162.89443528687133
0,7.75,0,0,,pink,,3,qoph,48.08003403519238
0,9.225,0,0,,pink,23.0,3,sigma,107.94585732912685
0,7.75,0,0,,blue,,3,qoph,4.414686033033917
1,7.75,0,0,,blue,,3,qoph,88.32493770409695
1,7.8792,0,0,,blue,,3,qoph,40.11901169172161
1,7.775,0,0,,blue,22.0,3,sigma,47.64273624449985
1,7.75,0,0,,pink,,3,qoph,121.56317016254279
1,7.8292,0,0,,blue,,3,qoph,131.76049823302253
1,3.1708,1,0,,pink,9.0,3,sigma,73.84857067745384
0,22.525,0,0,,pink,28.0,3,sigma,97.08638387459666
0,8.4042,1,0,,pink,42.0,3,sigma,78.23993417327323
0,7.3125,0,0,,pink,,3,sigma,114.05861076317046
0,7.8542,0,0,,blue,31.0,3,sigma,74.67234537673099
0,7.8542,0,0,,pink,28.0,3,sigma,67.38007998990552
1,7.775,0,0,,pink,32.0,3,sigma,86.83572560211502
0,9.225,0,0,,pink,20.0,3,sigma,98.72106675685873
0,8.6625,0,0,,blue,23.0,3,sigma,60.49920024231884
0,8.6625,0,0,,blue,20.0,3,sigma,11.296006705505206
0,8.6625,0,0,,pink,20.0,3,sigma,81.64780536351563
0,9.2167,0,0,,pink,16.0,3,sigma,220.98706024552308
1,8.6833,0,0,,blue,31.0,3,sigma,114.1593208122788
0,7.6292,0,0,,blue,,3,qoph,148.09866140363008
0,21.075,1,3,,pink,2.0,3,sigma,46.28347458241288
0,21.075,1,3,,pink,6.0,3,sigma,114.56893160280745
0,21.075,1,3,,blue,3.0,3,sigma,106.52559774795982
0,21.075,1,3,,blue,8.0,3,sigma,117.98960934622116
0,21.075,4,0,,blue,29.0,3,sigma,82.52598238977744
0,39.6875,1,4,,pink,1.0,3,sigma,59.29491495149021
0,39.6875,1,4,,pink,7.0,3,sigma,110.12422545774008
0,39.6875,1,4,,pink,2.0,3,sigma,124.7990365947473
0,39.6875,1,4,,pink,16.0,3,sigma,148.23806684440754
0,39.6875,1,4,,pink,14.0,3,sigma,168.2735857950223
0,39.6875,5,0,,blue,41.0,3,sigma,128.4097588318055
0,8.6625,0,0,,pink,21.0,3,sigma,115.40898552723327
0,14.5,0,0,,pink,19.0,3,sigma,16.059428496804145
0,8.7125,0,0,,pink,,3,gamma,141.85529614164287
0,7.8958,0,0,,pink,32.0,3,sigma,-29.531966953868704
0,13.775,1,1,,pink,0.75,3,sigma,118.23473713005664
0,13.775,1,1,,blue,3.0,3,sigma,119.9399365346527
0,13.775,2,0,,blue,26.0,3,sigma,7.340177956825585
0,7.0,0,0,,pink,,3,sigma,43.57983343151146
0,7.775,0,0,,pink,,3,sigma,153.71818655470315
0,8.05,0,0,,pink,,3,sigma,152.0552012647434
0,7.925,0,0,,pink,21.0,3,sigma,160.81181677502192
0,7.925,0,0,,pink,25.0,3,sigma,157.60768822818608
0,7.25,0,0,,pink,22.0,3,sigma,35.21612297361159
1,7.775,0,1,,pink,25.0,3,sigma,104.40638534588865
1,22.3583,1,1,,pink,,3,gamma,181.60388731205356
1,22.3583,1,1,fermat,blue,,3,gamma,144.00984438604468
1,22.3583,2,0,,blue,,3,gamma,58.72366145088916
0,8.1375,0,0,,blue,,3,qoph,76.41616037362311
0,8.05,0,0,,pink,24.0,3,sigma,202.38150689788915
0,7.8958,0,0,,blue,28.0,3,sigma,174.87000621313294
0,7.8958,0,0,,pink,19.0,3,sigma,-8.176748170913157
0,7.8958,0,0,,pink,,3,sigma,187.15353872269577
0,7.775,0,1,,pink,25.0,3,sigma,114.66193782651504
0,7.775,0,0,,blue,18.0,3,sigma,125.71519909054649
1,8.05,0,0,euler-21,pink,32.0,3,sigma,43.02506430516379
0,7.8958,0,0,,pink,,3,sigma,-4.355479091450462
0,8.6625,0,0,,pink,17.0,3,sigma,58.909078462741235
0,8.6625,0,0,,pink,24.0,3,sigma,147.8637591149658
0,7.8958,0,0,,pink,,3,sigma,148.62554918388088
0,8.1125,0,0,,blue,,3,sigma,120.39544260695703
0,7.2292,0,0,,pink,,3,gamma,116.64243641465185
0,7.25,0,0,,pink,,3,sigma,158.47425245034927
0,7.8958,0,0,,pink,38.0,3,sigma,103.265592321777
0,8.05,0,0,,pink,21.0,3,sigma,106.5294768886144
0,29.125,1,4,,pink,10.0,3,qoph,154.56451860601712
0,29.125,1,4,,pink,4.0,3,qoph,80.0582309540813
0,29.125,1,4,,pink,7.0,3,qoph,184.5928255438322
0,29.125,1,4,,pink,2.0,3,qoph,45.049678664850966
0,29.125,1,4,,pink,8.0,3,qoph,145.91218346034265
0,29.125,5,0,,blue,39.0,3,qoph,234.569653698682
0,39.6875,0,0,,blue,22.0,3,sigma,76.83184354901238
0,7.125,0,0,,pink,35.0,3,sigma,54.31835549855978
1,7.7208,0,0,,blue,,3,qoph,69.28043578109035
0,14.5,0,0,,pink,,3,sigma,170.27703430905166
0,14.5,0,0,,blue,,3,sigma,103.33814238541454
0,14.5,0,1,,pink,50.0,3,sigma,241.18131406832447
0,14.5,0,1,,blue,47.0,3,sigma,177.05598381874944
0,8.05,0,0,,pink,,3,sigma,47.97318329546463
0,7.775,0,0,,pink,,3,sigma,131.5115865094441
0,20.2125,1,1,,blue,2.0,3,sigma,110.59091917561699
0,20.2125,1,1,,pink,18.0,3,sigma,107.42565107200505
0,20.2125,2,0,,blue,41.0,3,sigma,156.33515051646108
1,8.05,0,0,,blue,,3,sigma,102.6235296744638
0,8.05,0,0,,pink,50.0,3,sigma,4.662659902715021
0,8.05,0,0,,pink,16.0,3,sigma,130.84111457116006
1,7.75,0,0,,pink,,3,qoph,106.26157750860355
0,24.15,0,0,,pink,,3,qoph,136.87689582051965
0,7.2292,0,0,,pink,,3,gamma,80.26919691626084
0,7.225,0,0,,pink,25.0,3,gamma,70.38738566055217
0,7.225,0,0,,pink,,3,gamma,72.23893204311648
0,7.7292,0,0,,pink,,3,qoph,132.78140800561528
0,7.575,0,0,,pink,,3,sigma,74.2463354358372
0,7.25,0,0,,pink,38.5,3,sigma,74.82819075133266
0,69.55,2,8,,pink,,3,sigma,73.03101725037601
0,69.55,2,8,,pink,14.5,3,sigma,88.47987675792349
0,69.55,2,8,,blue,,3,sigma,-2.562079606673649
0,69.55,2,8,,blue,,3,sigma,157.3326842593359
0,69.55,2,8,,blue,,3,sigma,2.013788562650973
0,69.55,2,8,,blue,,3,sigma,20.790379553803973
0,69.55,2,8,,pink,,3,sigma,131.99244945603613
0,69.55,2,8,,pink,,3,sigma,103.3430237273193
0,69.55,2,8,,pink,,3,sigma,205.30224487750976
0,69.55,9,1,,pink,,3,sigma,47.260157944866734
0,69.55,9,1,,blue,,3,sigma,112.16848345580736
0,9.325,0,0,,pink,24.0,3,sigma,108.89341407109787
1,7.65,0,0,,blue,21.0,3,sigma,46.64033180384802
0,7.925,0,0,,pink,39.0,3,sigma,201.5419238734646
0,21.6792,0,2,,pink,,3,gamma,138.71495130405174
0,21.6792,0,2,,pink,,3,gamma,61.457125492966505
0,21.6792,0,2,,pink,,3,gamma,124.11460596979848
1,16.7,1,1,germain-17,blue,1.0,3,sigma,128.7567470839721
1,16.7,2,0,germain-17,blue,24.0,3,sigma,165.6004824868332
1,16.7,1,1,germain-17,blue,4.0,3,sigma,145.1433933220926
1,9.5,0,0,,pink,25.0,3,sigma,-6.45119552924487
0,8.05,0,0,,pink,20.0,3,sigma,112.03537264469232
0,8.05,0,0,,pink,24.5,3,sigma,38.224908329245935
0,7.725,0,0,,pink,,3,qoph,80.88857813399417
0,7.8958,0,0,,pink,,3,sigma,98.11976460819453
0,7.75,0,0,,pink,,3,qoph,50.08537861908178
1,9.5,0,0,,pink,29.0,3,sigma,95.08216762256731
0,15.1,0,0,,pink,,3,sigma,38.50335463567151
1,7.7792,0,0,,blue,,3,qoph,67.46972175456064
0,8.05,0,0,,pink,,3,sigma,79.00056959086781
0,8.05,0,0,,pink,,3,sigma,167.21119999370978
0,7.2292,0,0,,pink,22.0,3,gamma,20.497619373193672
0,8.05,0,0,,pink,,3,sigma,18.356028805434477
0,7.8958,0,0,,pink,40.0,3,sigma,127.00233602491794
0,7.925,0,0,,pink,21.0,3,sigma,62.83863099554837
1,7.4958,0,0,,blue,18.0,3,sigma,204.1441219659681
0,27.9,2,3,,pink,4.0,3,sigma,67.79098865075417
0,27.9,2,3,,pink,10.0,3,sigma,86.36084028068225
0,27.9,2,3,,blue,9.0,3,sigma,137.64720934632226
0,27.9,2,3,,blue,2.0,3,sigma,129.63744327240292
0,27.9,4,1,,pink,40.0,3,sigma,98.26834404669671
0,27.9,4,1,,blue,45.0,3,sigma,147.37096566722437
0,7.8958,0,0,,pink,,3,sigma,96.93261192566261
0,8.05,0,0,,pink,,3,sigma,-22.28666149592297
0,8.6625,0,0,,pink,,3,sigma,154.26076375756577
0,7.75,0,0,,pink,,3,qoph,142.3693875298072
1,7.7333,0,0,,blue,,3,qoph,71.68720177957653
0,7.65,0,0,fermat,pink,19.0,3,sigma,82.11088817471774
0,8.05,0,0,,pink,30.0,3,sigma,73.40663359813922
0,8.05,0,0,,pink,,3,sigma,115.03863385958809
0,8.05,0,0,,pink,32.0,3,sigma,128.1199711609192
0,7.8958,0,0,,pink,,3,sigma,100.40959083601247
0,8.6625,0,0,,pink,33.0,3,gamma,79.65655500140315
1,7.55,0,0,,blue,23.0,3,sigma,58.29809697232218
0,8.05,0,0,,pink,21.0,3,sigma,65.93297825982224
0,,0,0,,pink,60.5,3,sigma,60.0684040681116
0,7.8958,0,0,,pink,19.0,3,sigma,82.23666678396216
0,9.8375,0,0,,blue,22.0,3,sigma,139.1103804374066
1,7.925,0,0,,pink,31.0,3,sigma,82.17152822085413
0,8.6625,0,0,,pink,27.0,3,sigma,202.04246560454962
0,10.4625,1,0,germain-17,blue,2.0,3,sigma,124.35157929867506
0,10.4625,1,1,germain-17,blue,29.0,3,sigma,87.43326249359319
1,8.05,0,0,,pink,16.0,3,sigma,142.89771122703968
1,7.925,0,0,,pink,44.0,3,sigma,109.9195876954318
0,7.05,0,0,,pink,25.0,3,sigma,77.88573268697357
0,7.775,0,0,,pink,74.0,3,sigma,65.70938736310464
1,9.225,0,0,,pink,14.0,3,sigma,182.84654036780853
0,7.7958,0,0,,pink,24.0,3,sigma,-11.19755770149365
1,7.7958,0,0,,pink,25.0,3,sigma,117.16771960460096
0,8.05,0,0,,pink,34.0,3,sigma,63.2276976053129
1,8.5167,1,0,,pink,0.4167,3,gamma,93.31501617369508
0,6.4375,0,1,,pink,,3,gamma,164.45293118739895
0,6.4375,0,0,,pink,,3,gamma,136.59822269050585
0,7.225,0,0,,pink,,3,gamma,124.8937385033224
1,8.5167,1,1,,blue,16.0,3,gamma,171.75330375525633
0,8.05,0,0,,pink,,3,sigma,121.41963544254348
0,16.1,0,1,,pink,,3,sigma,101.60909199014043
1,16.1,0,1,,blue,,3,sigma,141.19001525020872
0,7.925,0,0,,pink,32.0,3,sigma,76.24792993395062
0,7.75,0,0,fermat-49,pink,,3,qoph,-1.3898724177925885
0,7.8958,0,0,,pink,,3,sigma,110.54049871050017
0,8.05,0,0,,pink,30.5,3,sigma,123.61031362984336
0,8.05,0,0,,pink,44.0,3,sigma,73.2333156033031
0,7.2292,0,0,,pink,,3,gamma,185.43155390049094
1,0.0,0,0,,pink,25.0,3,sigma,-57.341835651377835
0,7.2292,0,0,,pink,,3,gamma,103.61533873641227
1,15.2458,1,1,,pink,7.0,3,gamma,81.29936480015444
1,15.2458,1,1,,blue,9.0,3,gamma,69.42199565953779
1,15.2458,2,0,,blue,29.0,3,gamma,88.62127009073146
0,7.8958,0,0,,pink,36.0,3,sigma,86.3552343152046
1,9.8417,0,0,,blue,18.0,3,sigma,157.1510246629433
1,9.5875,0,0,,blue,63.0,3,sigma,94.32011514460794
0,14.5,1,1,,pink,,3,sigma,112.5580254911372
0,14.5,1,1,,pink,11.5,3,sigma,101.20695255907344
0,14.5,2,0,,pink,40.5,3,sigma,6.170920502295445
0,24.15,2,0,,blue,10.0,3,sigma,73.72310398414373
0,24.15,1,1,,pink,36.0,3,sigma,124.82106094517732
0,24.15,1,1,,blue,30.0,3,sigma,102.49299683449198
0,9.5,0,0,,pink,,3,sigma,136.60201240268736
0,9.5,0,0,,pink,33.0,3,sigma,116.0703810053006
